image_path,transcript
package_aa/000111249-1_1_1/000111249-1_1_1.png,clef.G-L2 accidental.flat-L3 accidental.flat-S4 digit.2-L4 digit.4-L2 note.sixteenth-S2 barline-L1 note.beamedRight2-L3 note.beamedBoth2-S0 note.beamedBoth2-S1 note.beamedLeft2-S3 note.beamedRight2-L4 note.beamedBoth2-S0 note.beamedBoth2-S1 note.beamedLeft2-S2 barline-L1 note.beamedRight2-L3 note.beamedBoth2-S0 note.beamedBoth2-S1 note.beamedLeft2-S3 note.beamedRight2-L4 note.beamedBoth2-S0 note.beamedBoth2-S1 note.beamedLeft2-L3 barline-L1
package_aa/000124098-1_1_2/000124098-1_1_2.png,clef.G-L2 accidental.flat-L3 accidental.flat-S4 digit.2-L4 digit.4-L2 digit.8-S5 multirest-L3 barline-L1 note.quarter-L3 note.quarter-L3 barline-L1 note.quarter-S2 note.quarter-L3 barline-L1 note.quarter-S3 note.quarter-L4 barline-L1 note.quarter-S4 note.beamedRight2-L5 note.beamedBoth2-S4 note.beamedBoth2-L4 note.beamedLeft2-S3 barline-L1 note.quarter-L3 note.quarter-L3 barline-L1 note.quarter-S1
package_ab/150207066-1_1_1/150207066-1_1_1.png,clef.C-L1 accidental.sharp-S2 accidental.sharp-L1 digit.2-L4 digit.4-L2 note.eighth-S3 barline-L1 note.quarter-L5 note.quarter-S3 barline-L1 note.eighth-S2 note.eighth-S1 note.eighth-L4 note.eighth-L4 barline-L1 note.eighth-L4 note.eighth-S3 rest.eighth-L3 note.eighth-L6 barline-L1 note.quarter-S5 note.quarter-L5 barline-L1
package_aa/000127515-1_2_1/000127515-1_2_1.png,clef.C-L4 accidental.flat-S3 accidental.flat-L5 accidental.flat-L3 metersign.C-L3 note.eighth-S2 barline-L1 note.half-L4 note.quarter-S2 rest.eighth-L3 note.eighth-L4 barline-L1 note.half-L5 note.quarter-L4 rest.eighth-L3
package_aa/000142424-1_1_1/000142424-1_1_1.png,clef.G-L2 accidental.sharp-L5 accidental.sharp-S3 digit.2-L4 digit.4-L2 note.beamedRight1-L4 note.beamedLeft1-S3 note.beamedRight1-L3 note.beamedLeft1-S2 barline-L1 note.beamedRight1-L3 note.beamedLeft1-L4 note.quarter-S3 barline-L1 note.beamedRight1-S2 note.beamedLeft1-L3 note.beamedRight1-S2 note.beamedLeft1-L2 barline-L1 note.beamedRight1-S1 note.beamedLeft1-L2 note.quarter-S2 barline-L1
package_aa/100017119-1_3_1/100017119-1_3_1.png,clef.G-L2 metersign.C-L3 note.half-L6 accidental.sharp-S5 note.half-S5 barline-L1 rest.half-L3 rest.eighth-L3 accidental.sharp-S3 note.eighth-S3 note.eighth-L4 note.eighth-S4 barline-L1 note.beamedRight1-L5 note.beamedLeft1-S4 note.half-L4 accidental.sharp-S3 note.quarter-S3 barline-L1 rest.eighth-L3 note.eighth-L6 note.eighth-L6 note.eighth-L6 note.half-S6 barline-L1 note.half-L6 rest.half-L3 barline-L1
package_ab/150204263-1_1_1/150204263-1_1_1.png,clef.C-L1 accidental.sharp-S2 accidental.sharp-L1 digit.4-L4 digit.4-L2 note.quarter-S1 rest.eighth-L3 note.beamedRight2-S1 note.beamedLeft2-L1 note.beamedRight1-S1 note.beamedBoth1-L0 note.beamedBoth1-S0 note.beamedLeft1-L1 barline-L1 note.quarter-S1 rest.eighth-L3 note.beamedRight2-S1 note.beamedLeft2-L1 note.beamedRight1-S1 note.beamedBoth1-S0 note.beamedBoth1-L1 note.beamedLeft1-S1 barline-L1 note.quarter-L2 rest.eighth-L3 note.beamedRight2-L2 note.beamedLeft2-S1 note.beamedRight1-L2 note.beamedBoth1-L1 note.beamedBoth1-S1 note.beamedLeft1-L2 barline-L1
package_ab/210000170-1_3_1/210000170-1_3_1.png,clef.G-L2 accidental.flat-L3 digit.3-L4 digit.4-L2 note.beamedRight1-L4 note.beamedBoth2-S4 note.beamedLeft2-L5 note.beamedRight1-S4 note.beamedBoth1-L4 accidental.sharp-S3 note.beamedBoth1-S3 note.beamedLeft1-L4 barline-L1 note.beamedRight1-S2 note.beamedLeft1-L4 note.quarter-L5 note.quarter-S4 barline-L1 note.beamedRight1-L5 note.beamedBoth2-S5 note.beamedLeft2-L6 note.beamedRight1-S5 note.beamedBoth1-L5 note.beamedBoth1-S4 note.beamedLeft1-L5 barline-L1 accidental.sharp-S3 note.beamedRight1-S3 note.beamedLeft1-L4 note.half-S2 barline-L1
package_aa/000126272-1_1_1/000126272-1_1_1.png,clef.G-L2 accidental.sharp-L5 metersign.C/-L3 note.beamedRight1-L4 note.beamedLeft1-L3 note.beamedRight1-L2 note.beamedLeft1-L4 barline-L1 note.beamedRight1-S4 note.beamedLeft1-S5 note.beamedRight1-L4 note.beamedLeft1-L3 barline-L1 note.beamedRight1-S3 note.beamedLeft1-S4 note.beamedRight1-L4 note.beamedLeft1-L3 barline-L1 note.quarter-S2 note.quarter-S2
package_ab/230002977-1_1_1/230002977-1_1_1.png,clef.G-L2 accidental.sharp-L5 accidental.sharp-S3 digit.3-L4 digit.4-L2 note.beamedRight1-L4 note.beamedBoth2-S2 note.beamedLeft2-L3 note.beamedRight2-S2 note.beamedBoth2-L4 note.beamedBoth2-S4 note.beamedLeft2-L5 note.beamedRight2-S4 note.beamedBoth2-L4 note.beamedBoth2-S4 note.beamedLeft2-S3 barline-L1 note.beamedRight1-L4 note.beamedBoth2-S2 note.beamedLeft2-L3 note.beamedRight2-S2 note.beamedBoth2-L4 note.beamedBoth2-S4 note.beamedLeft2-L5 note.beamedRight2-S2 note.beamedBoth2-L4 note.beamedBoth2-S4 note.beamedLeft2-L5 barline-L1
package_ab/211006043-1_1_2/211006043-1_1_2.png,clef.C-L1 metersign.C/-L3 note.whole-S4 note.half-L4 note.half-S3 note.half-L4 note.half-S3 note.half-L4 note.whole-S4
package_ab/210097448-1_10_1/210097448-1_10_1.png,clef.G-L2 accidental.sharp-L5 metersign.C/-L3 note.quarter-S5 note.beamedRight1-L2 note.beamedLeft1-L2 note.beamedRight1-L3 note.beamedBoth1-L3 note.beamedBoth1-S2 note.beamedLeft1-S2 barline-L1 note.beamedRight1-L2 note.beamedBoth1-L2 note.beamedBoth1-L3 note.beamedLeft1-L3 note.beamedRight1-L4 note.beamedBoth1-L4 note.beamedBoth1-S3 note.beamedLeft1-S3 barline-L1 note.beamedRight1-L3 note.beamedBoth1-L3 note.beamedBoth1-L4 note.beamedLeft1-L4 note.beamedRight1-S4 note.beamedBoth1-S4 note.beamedBoth1-S3 note.beamedLeft1-S3 barline-L1
package_aa/000120005-10_1_1/000120005-10_1_1.png,clef.G-L2 accidental.sharp-L5 metersign.C-L3 note.quarter-S4 note.quarter-L3 note.quarter-S3 note.quarter-S2 barline-L1 note.quarter-L3 note.quarter-L2 note.quarter-S2 note.quarter-S1 barline-L1 note.eighth-L2 note.beamedRight2-S3 note.beamedLeft2-S2 note.beamedRight2-L2 note.beamedBoth2-L1 note.beamedBoth2-S1 accidental.sharp-S0 note.beamedLeft2-S0 note.beamedRight1-L1 note.beamedBoth2-S3 note.beamedLeft2-S2 note.beamedRight2-L2 note.beamedBoth2-L1 note.beamedBoth2-S1 accidental.natural-S0 note.beamedLeft2-S0 barline-L1 note.quarter-L1 rest.quarter-L3
package_ab/190014714-1_1_1/190014714-1_1_1.png,clef.C-L3 metersign.C/-L3 note.double_whole-S1 note.whole-L2 note.whole-S1 note.whole-L3 note.half-S3 note.half-L4 note.quarter-L3 note.quarter-S3 note.quarter-L4 note.quarter-S4 note.half-L5 note.quarter-S4 note.half-S4 note.whole-L4 note.half-S3 note.quarter-L3 note.half-S2 note.quarter-S1 note.quarter-L2 note.quarter-S2
package_ab/210045015-1_3_1/210045015-1_3_1.png,clef.C-L4 accidental.sharp-L2 accidental.sharp-L4 accidental.sharp-S2 digit.2-L4 digit.4-L2 rest.eighth-L3 barline-L1 digit.1-S5 digit.6-S5 multirest-L3 barline-L1 rest.quarter-L3 rest.eighth-L3 note.eighth-L3 barline-L1 note.quarter-L5 note.quarter-S5 barline-L1 note.eighth-S2 note.beamedRight2-L2 note.beamedLeft2-S1 note.eighth-L3 note.eighth-S3 barline-L1 note.eighth-L4 note.eighth-S3 note.eighth-S4 note.eighth-L4 barline-L1 note.eighth-S3 note.eighth-L3 note.eighth-S2 note.eighth-L3 barline-L1 note.eighth-S3 note.eighth-S1
package_ab/190001848-1_1_1/190001848-1_1_1.png,clef.G-L2 accidental.sharp-L5 accidental.sharp-S3 digit.2-L4 digit.4-L2 note.eighth-L6 barline-L1 note.beamedRight1-L6 note.beamedBoth2-L5 note.beamedLeft2-S4 note.beamedRight1-L5 note.beamedBoth2-L4 note.beamedLeft2-S3 barline-L1 note.beamedRight1-L4 note.beamedBoth2-S2 note.beamedLeft2-L2 note.beamedRight1-S1 note.beamedLeft1-L4 barline-L1 note.beamedRight2-S4 note.beamedBoth2-L4 note.beamedBoth2-S3 note.beamedLeft2-L3 note.beamedRight1-S2 note.beamedLeft1-S5 barline-L1 note.beamedRight2-L5 note.beamedBoth2-S4 note.beamedBoth2-L4 note.beamedLeft2-S3 note.beamedRight1-L4 note.beamedLeft1-L6 barline-L1
package_aa/000109817-1_1_1/000109817-1_1_1.png,clef.G-L2 accidental.flat-L3 digit.6-L4 digit.8-L2 note.quarter-S3 note.eighth-L2 note.beamedRight1-L2 note.beamedLeft1-S2 note.eighth-L3 barline-L1 note.quarter-S2 accidental.natural-L3 note.eighth-L3 note.quarter-S3 note.eighth-S4 barline-L1 note.beamedRight1-S4 note.beamedLeft1-L5 note.eighth-S4 note.quarter-S3 note.eighth-S4 barline-L1
package_ab/201009308-1_1_1/201009308-1_1_1.png,clef.G-L2 metersign.C-L3 note.eighth-S5 note.quarter-L7 note.eighth-S6 note.beamedRight1-L7 note.beamedBoth1-S5 note.beamedBoth1-S4 note.beamedLeft1-S3 barline-L1 digit.1-S5 multirest-L3 barline-L1 rest.eighth-L3 note.beamedRight1-S6 note.beamedBoth1-S6 note.beamedLeft1-S6 note.beamedRight1-L7 note.beamedLeft1-S5 note.beamedRight1-S4 note.beamedLeft1-L7 barline-L1 note.half-S6 rest.half-L3 barline-L1
package_aa/000107602-1_1_1/000107602-1_1_1.png,clef.G-L2 metersign.C-L3 note.quarter-S3 rest.eighth-L3 note.eighth-L2 note.quarter-S3 note.quarter-S3 barline-L1 note.quarter-S3 note.beamedRight1-S4 note.beamedLeft1-S5 note.quarter-S3 note.beamedRight1-S4 note.beamedLeft1-S5 barline-L1 note.quarter-S3 rest.eighth-L3 note.eighth-L2 note.beamedRight1-S3 note.beamedBoth1-S3 note.beamedBoth1-S3 note.beamedLeft1-S3 barline-L1 note.quarter-S3 note.beamedRight1-S4 note.beamedLeft1-S5 note.quarter-S3 note.beamedRight1-S4 note.beamedLeft1-S5 barline-L1 note.quarter-S3
package_aa/000107031-1_1_2/000107031-1_1_2.png,clef.C-L1 accidental.sharp-S2 accidental.sharp-L1 accidental.sharp-L3 digit.3-L4 digit.8-L2 digit.3-S5 digit.9-S5 multirest-L3 barline-L1 note.eighth-S5 note.eighth-S4 note.eighth-L7 barline-L1 note.quarter-L6 note.eighth-L6 barline-L1 note.eighth-L5 note.eighth-L4 note.eighth-S5 barline-L1 note.eighth-S4 note.eighth-S4 rest.eighth-L3 barline-L1
package_aa/000120839-1_1_1/000120839-1_1_1.png,clef.G-L1 digit.2-L4 digit.2-L2 note.quarter-L1 note.beamedRight1-L1 note.beamedLeft1-L1 note.quarter-S2 note.quarter-L1 barline-L1 note.quarter-S2 note.beamedRight1-S2 note.beamedLeft1-L3 note.quarter-S3 note.quarter-S2 barline-L1 note.quarter-S3 note.beamedRight1-S3 note.beamedLeft1-L4 note.quarter-S4 note.beamedRight1-S4 note.beamedLeft1-L4 barline-L1 note.beamedRight1-S3 note.beamedBoth1-L3 note.beamedBoth1-S3 note.beamedLeft1-L4 note.quarter-S4 note.beamedRight1-S4 note.beamedLeft1-L4 barline-L1
