image_path,n_regions,n_notes,notes_kept_preview,reason
package_ab/190012372-1_1_1/190012372-1_1_1.png,21,22,note.beamedRight1-S2 note.beamedBoth1-S1 note.beamedBoth1-S0 note.beamedBoth1-S1 note.beamedBoth1-S2,count_mismatch
package_aa/000120666-1_1_1/000120666-1_1_1.png,18,17,note.half-L7 note.half-L7 note.whole-L7 note.beamedRight1-L0 note.beamedLeft1-L0,count_mismatch
package_ab/212000229-1_1_1/212000229-1_1_1.png,15,16,note.half-S0 note.half-S1 note.quarter-S2 note.beamedRight2-S2 note.beamedBoth3-L3,count_mismatch
package_ab/190006163-1_1_1/190006163-1_1_1.png,13,14,note.half-L4 note.beamedRight1-S3 note.beamedBoth1-S3 note.beamedLeft1-S3 note.half-L3,count_mismatch
package_aa/000115979-1_1_1/000115979-1_1_1.png,10,12,note.quarter-L2 note.half-S3 note.quarter-S4 note.half-L2 note.quarter-L2,count_mismatch
package_ab/190005784-1_1_1/190005784-1_1_1.png,9,10,note.whole-L2 note.whole-L2 note.whole-S1 note.half-S1 note.half-L3,count_mismatch
package_ab/211002738-1_1_1/211002738-1_1_1.png,18,19,note.quarter-S4 note.quarter-S4 note.quarter-S4 note.quarter-S4 note.quarter-S4,count_mismatch
package_ab/220000182-1_1_2/220000182-1_1_2.png,13,15,note.half-S0 note.half-S1 note.half-S0 note.half-S2 note.beamedRight1-S2,count_mismatch
package_ab/225001175-1_1_1/225001175-1_1_1.png,5,6,note.whole-S3 note.half-L3 note.half-S3 note.half-S4 note.half-L5,count_mismatch
package_aa/000107740-1_1_1/000107740-1_1_1.png,14,15,note.half-S2 note.beamedRight1-L2 note.beamedBoth1-S2 note.beamedBoth1-L3 note.beamedLeft1-S2,count_mismatch
package_ab/211006650-1_1_1/211006650-1_1_1.png,10,11,note.half-L3 note.half-S4 note.half-L1 note.half-L3 note.half-S2,count_mismatch
package_ab/220020037-1_1_1/220020037-1_1_1.png,9,10,note.half-S0 note.half-S1 note.half-S2 note.half-L4 note.whole-L5,count_mismatch
package_aa/110000004-1_1_1/110000004-1_1_1.png,10,12,note.whole-S4 note.whole-L5 note.half-S5 note.half-S5 note.half-S5,count_mismatch
package_ab/201001329-1_1_1/201001329-1_1_1.png,9,12,note.half-S1 note.half-L1 note.half-S0 note.half-L3 note.half-S2,count_mismatch
package_ab/211003777-1_1_1/211003777-1_1_1.png,14,15,note.half-L3 note.half-L3 note.half-S3 note.quarter-L4 note.quarter-L3,count_mismatch
package_aa/000123905-1_1_1/000123905-1_1_1.png,11,13,note.whole-L5 note.half-L5 note.half-L5 note.half-S3 note.half-S3,count_mismatch
package_ab/211003333-1_1_1/211003333-1_1_1.png,10,11,note.whole-S4 note.half-L4 note.half-S4 note.half-L1 note.half-L2,count_mismatch
package_ab/220034819-1_4_1/220034819-1_4_1.png,14,15,note.half-S0 note.quarter-S1 note.quarter-S2 note.half-L4 note.half-S1,count_mismatch
package_aa/000106558-1_1_1/000106558-1_1_1.png,10,11,note.half-S2 note.whole-S2 note.half-L3 note.whole-S2 note.half-L2,count_mismatch
package_ab/190101764-1_1_1/190101764-1_1_1.png,11,12,note.whole-S7 note.half-S6 note.half-S6 note.quarter-L6 note.quarter-S6,count_mismatch
package_ab/230003697-1_23_1/230003697-1_23_1.png,18,19,note.quarter-L3 note.half-S4 note.half-L1 note.beamedRight1-L2 note.beamedBoth2-L1,count_mismatch
package_ab/190001360-1_1_1/190001360-1_1_1.png,23,22,note.quarter-L5 note.eighth-L5 note.eighth-L4 note.quarter-S3 note.quarter-L4,count_mismatch
package_ab/230000051-1_29_2/230000051-1_29_2.png,12,13,note.quarter-L5 note.quarter-S5 note.quarter-L6 note.half-S6 note.quarter-S4,count_mismatch
package_aa/000100355-1_1_1/000100355-1_1_1.png,16,15,note.beamedRight1-L1 note.beamedBoth1-L2 note.beamedLeft1-L3 note.beamedRight1-S4 note.beamedBoth1-L1,count_mismatch
package_aa/000101667-1_1_1/000101667-1_1_1.png,10,9,note.quarter-L6 note.quarter-S4 note.quarter-L5 note.quarter-S4 note.quarter-L4,count_mismatch
package_ab/220030076-1_1_2/220030076-1_1_2.png,11,12,note.quarter-L4 note.quarter-S3 note.quarter-L4 note.quarter-L3 note.half-S2,count_mismatch
package_aa/000115105-1_1_1/000115105-1_1_1.png,19,17,note.beamedRight2-L-1 note.beamedBoth3-S-1 note.beamedLeft3-L0 note.eighth-S0 note.beamedRight3-L-1,count_mismatch
package_ab/211002407-1_1_1/211002407-1_1_1.png,9,11,note.whole-S3 note.whole-S3 note.whole-S1 note.whole-L2 note.half-S3,count_mismatch
package_aa/000121093-1_1_1/000121093-1_1_1.png,16,15,note.quarter-S3 note.quarter-S4 note.quarter-L4 note.quarter-L2 note.quarter-S2,count_mismatch
package_aa/000105037-1_1_1/000105037-1_1_1.png,13,14,note.beamedRight1-S3 note.beamedBoth2-L3 note.beamedBoth2-S3 note.beamedBoth1-L4 note.beamedBoth2-S3,count_mismatch
package_ab/190004982-1_1_1/190004982-1_1_1.png,7,8,note.whole-L6 note.half-L6 note.half-S5 note.whole-L5 note.half-L5,count_mismatch
package_ab/230003728-1_3_1/230003728-1_3_1.png,8,9,note.half-S3 note.half-L3 note.quarter-S1 note.quarter-L1 note.half-S0,count_mismatch
package_ab/211004822-1_6_1/211004822-1_6_1.png,14,15,note.half-L3 note.quarter-S1 note.quarter-S0 note.quarter-L2 note.quarter-S2,count_mismatch
package_aa/000103266-1_1_1/000103266-1_1_1.png,7,8,note.half-L5 note.half-S4 note.half-L4 note.half-S4 note.half-S3,count_mismatch
package_aa/100500517-1_1_2/100500517-1_1_2.png,11,12,note.half-S4 note.half-L5 note.half-L5 note.half-L6 note.half-L5,count_mismatch
package_ab/230003806-1_1_2/230003806-1_1_2.png,6,8,note.half-S4 note.half-L3 note.half-S3 note.half-S4 note.half-L5,count_mismatch
package_aa/000113584-1_1_1/000113584-1_1_1.png,16,17,note.quarter-L0 note.quarter-L0 note.quarter-L1 note.quarter-L2 note.quarter-S3,count_mismatch
package_ab/190009531-1_1_1/190009531-1_1_1.png,33,34,note.half-S0 note.half-S1 note.half-S2 note.half-L4 note.half-L5,count_mismatch
package_ab/200020988-1_1_1/200020988-1_1_1.png,14,15,note.half-S1 note.quarter-S-1 note.quarter-L3 note.quarter-S2 note.eighth-L2,count_mismatch
package_aa/000101726-1_2_1/000101726-1_2_1.png,10,9,note.quarter-L3 note.eighth-L3 note.eighth-L2 note.half-L4 note.quarter-S5,count_mismatch
package_aa/000103951-1_1_1/000103951-1_1_1.png,10,11,note.whole-L2 note.half-L2 note.half-L2 note.whole-S3 note.half-L4,count_mismatch
package_aa/000114584-1_1_1/000114584-1_1_1.png,18,19,note.quarter-L3 note.beamedRight1-L3 note.beamedLeft1-L3 note.beamedRight1-L3 note.beamedBoth1-L1,count_mismatch
package_ab/190021772-1_1_1/190021772-1_1_1.png,10,11,note.eighth-S0 note.half-S0 note.eighth-S1 note.half-S1 note.eighth-S2,count_mismatch
package_aa/000119656-1_1_1/000119656-1_1_1.png,21,20,note.quarter-S3 note.quarter-L4 note.quarter-S4 note.beamedRight1-L5 note.beamedLeft1-S4,count_mismatch
package_aa/000112617-1_1_1/000112617-1_1_1.png,16,17,note.half-S2 note.beamedRight1-S2 note.beamedLeft1-L3 note.quarter-S2 note.half-L1,count_mismatch
package_ab/211005968-1_1_2/211005968-1_1_2.png,8,11,note.whole-L4 note.half-L4 note.half-L4 note.whole-L4 note.half-L5,count_mismatch
package_aa/000121402-1_1_1/000121402-1_1_1.png,17,18,note.eighth-L2 note.eighth-S2 note.eighth-L2 note.eighth-L1 note.eighth-L2,count_mismatch
package_ab/220034494-1_1_1/220034494-1_1_1.png,10,12,note.quarter-S3 note.quarter-S3 note.quarter-S3 note.quarter-S1 note.half-S3,count_mismatch
package_aa/000125135-1_1_1/000125135-1_1_1.png,8,9,note.whole-S0 note.half-S0 note.half-S1 note.half-L1 note.quarter-L1,count_mismatch
package_ab/150204320-1_1_1/150204320-1_1_1.png,16,17,note.half-L5 note.quarter-L5 note.quarter-L5 note.half-S4 note.half-L6,count_mismatch
package_ab/220020085-1_1_1/220020085-1_1_1.png,6,7,note.quarter-L1 note.eighth-L1 note.eighth-L1 note.eighth-S0 note.sixteenth-L1,count_mismatch
package_ab/200021899-1_40_1/200021899-1_40_1.png,17,15,note.quarter-S5 note.quarter-L5 note.quarter-S5 note.beamedRight3-L4 note.beamedBoth3-S4,count_mismatch
package_aa/000100005-1_1_2/000100005-1_1_2.png,14,15,note.half-L2 note.quarter-L2 note.quarter-S1 note.half-L3 note.quarter-L3,count_mismatch
package_aa/000105942-1_1_1/000105942-1_1_1.png,10,11,note.whole-L5 note.whole-S5 note.whole-L5 note.beamedRight1-S4 note.beamedLeft1-L5,count_mismatch
package_aa/100030423-1_1_1/100030423-1_1_1.png,7,8,note.quarter-L6 note.quarter-L6 note.quarter-L6 note.half-L6 note.whole-S5,count_mismatch
package_aa/000103980-1_2_1/000103980-1_2_1.png,5,6,note.whole-L2 note.whole-S2 note.whole-L2 note.whole-L3 note.half-S3,count_mismatch
package_ab/211002896-1_1_1/211002896-1_1_1.png,12,13,note.whole-S3 note.half-S4 note.quarter-S3 note.quarter-S3 note.half-S3,count_mismatch
package_aa/000120138-1_1_1/000120138-1_1_1.png,19,18,note.half-L3 note.beamedRight1-S0 note.beamedBoth1-L2 note.beamedBoth1-L3 note.beamedLeft1-S3,count_mismatch
package_aa/000120722-1_1_1/000120722-1_1_1.png,19,20,note.quarter-L3 note.beamedRight1-L3 note.beamedLeft1-L3 note.beamedRight1-L3 note.beamedBoth2-S3,count_mismatch
package_ab/211000385-1_1_1/211000385-1_1_1.png,16,17,note.quarter-S0 note.quarter-L2 note.eighth-L2 note.eighth-L2 note.quarter-L3,count_mismatch
package_ab/190006166-1_1_1/190006166-1_1_1.png,9,11,note.whole-L0 note.half-L0 note.half-L0 note.whole-S1 note.half-S0,count_mismatch
package_ab/201005195-1_2_1/201005195-1_2_1.png,10,11,note.quarter-S1 note.quarter-L0 note.quarter-S0 note.half-L0 note.half-L1,count_mismatch
package_aa/000106151-1_1_1/000106151-1_1_1.png,14,15,note.beamedRight1-L3 note.beamedBoth2-S3 note.beamedBoth2-L3 note.beamedBoth2-S2 note.beamedLeft2-L3,count_mismatch
package_aa/000100360-1_1_2/000100360-1_1_2.png,15,14,note.beamedRight1-L1 note.beamedBoth1-L2 note.beamedBoth1-S1 note.beamedLeft1-L1 note.half-L1,count_mismatch
package_ab/211008336-1_1_1/211008336-1_1_1.png,39,40,note.half-S0 note.beamedRight2-S0 note.beamedBoth2-L0 note.beamedBoth2-S-1 note.beamedLeft2-L-1,count_mismatch
package_ab/150202580-1_1_1/150202580-1_1_1.png,8,9,note.half-L3 note.quarter-L3 note.quarter-L3 note.quarter-S3 note.quarter-S3,count_mismatch
package_ab/211005490-1_2_1/211005490-1_2_1.png,9,10,note.quarter-S4 note.eighth-S4 note.quarter-L4 note.eighth-L4 note.eighth-S4,count_mismatch
package_aa/000116158-1_1_1/000116158-1_1_1.png,12,13,note.quarter-S0 note.quarter-L2 note.quarter-L2 note.beamedRight1-L2 note.beamedBoth2-S2,count_mismatch
package_aa/000104461-1_1_1/000104461-1_1_1.png,12,14,note.quarter-S0 note.half-L-1 note.beamedRight1-L4 note.beamedBoth1-S2 note.beamedBoth1-S1,count_mismatch
package_ab/230002059-1_3_1/230002059-1_3_1.png,11,12,note.half-L1 note.half-L1 note.half-L1 note.whole-S2 note.half-S1,count_mismatch
package_ab/190100146-1_1_1/190100146-1_1_1.png,17,18,note.half-L4 note.half-L5 note.quarter-L5 note.beamedRight1-S4 note.beamedLeft1-L4,count_mismatch
package_ab/190005678-1_1_1/190005678-1_1_1.png,7,8,note.half-L4 note.quarter-S2 note.half-L4 note.quarter-L5 note.quarter-S4,count_mismatch
package_ab/220000196-1_1_1/220000196-1_1_1.png,14,15,note.half-L1 note.half-S-1 note.half-L0 note.half-L0 note.half-S-2,count_mismatch
package_ab/220017653-1_1_1/220017653-1_1_1.png,8,9,note.quarter-L1 note.quarter-L1 note.quarter-L1 note.quarter-L2 note.quarter-S1,count_mismatch
package_aa/000106981-1_1_1/000106981-1_1_1.png,12,15,note.whole-L0 note.whole-L1 note.half-L1 note.quarter-S0 note.quarter-L0,count_mismatch
package_ab/211008002-1_1_1/211008002-1_1_1.png,6,7,note.whole-S2 note.whole-L3 note.whole-S3 note.whole-S2 note.whole-L3,count_mismatch
package_ab/230002351-1_1_1/230002351-1_1_1.png,8,9,note.half-S0 note.quarter-L0 note.quarter-S-1 note.quarter-L2 note.quarter-S1,count_mismatch
package_aa/000117829-1_2_1/000117829-1_2_1.png,16,17,note.eighth-S5 note.eighth-L4 note.quarter-L6 note.quarter-L3 note.quarter-L4,count_mismatch
package_ab/225001253-1_1_1/225001253-1_1_1.png,9,10,note.whole-S4 note.half-S4 note.half-S4 note.half-L3 note.half-L4,count_mismatch
package_aa/000100144-1_1_2/000100144-1_1_2.png,10,9,note.whole-S5 note.half-S5 note.half-S5 note.half-S3 note.quarter-L4,count_mismatch
package_ab/201008057-1_1_2/201008057-1_1_2.png,8,9,note.half-S0 note.quarter-S1 note.quarter-S2 note.half-L4 note.quarter-L4,count_mismatch
package_ab/190016443-1_1_1/190016443-1_1_1.png,22,21,note.eighth-S4 note.quarter-S6 note.eighth-L6 note.quarter-S5 note.eighth-L5,count_mismatch
package_ab/190004688-1_1_1/190004688-1_1_1.png,18,19,note.half-S3 note.quarter-L4 note.quarter-S4 note.half-L5 note.half-S4,count_mismatch
package_aa/000120166-1_1_1/000120166-1_1_1.png,22,21,note.quarter-S4 note.eighth-L4 note.eighth-S3 note.quarter-L4 note.quarter-L2,count_mismatch
package_ab/190005774-1_1_1/190005774-1_1_1.png,4,5,note.whole-S0 note.half-S0 note.half-S2 note.half-S2 note.half-L0,count_mismatch
package_aa/100198200-1_1_1/100198200-1_1_1.png,10,11,note.half-S0 note.half-S2 note.half-S2 note.half-L2 note.half-L4,count_mismatch
package_ab/220000675-1_9_1/220000675-1_9_1.png,3,12,note.quarter-S4 note.quarter-S4 note.quarter-S4 note.quarter-S4 note.quarter-S4,count_mismatch
package_ab/230002034-1_1_1/230002034-1_1_1.png,8,9,note.quarter-S3 note.quarter-L3 note.quarter-S3 note.whole-S2 note.whole-L2,count_mismatch
package_aa/100015633-1_3_1/100015633-1_3_1.png,6,7,note.sixteenth-L3 note.sixteenth-L3 note.eighth-S4 note.sixteenth-S4 note.sixteenth-L4,count_mismatch
package_ab/220017730-1_3_1/220017730-1_3_1.png,11,12,note.half-L0 note.half-L2 note.half-S1 note.half-L1 note.half-S0,count_mismatch
package_ab/211008189-1_2_1/211008189-1_2_1.png,12,13,note.whole-L3 note.whole-S2 note.half-L3 note.whole-S3 note.half-L3,count_mismatch
package_ab/220030724-1_1_2/220030724-1_1_2.png,10,11,note.whole-L2 note.whole-L3 note.whole-S3 note.whole-L2 note.whole-L2,count_mismatch
package_ab/230005077-1_1_1/230005077-1_1_1.png,8,9,note.quarter-S3 note.quarter-L3 note.quarter-S3 note.whole-S2 note.whole-L2,count_mismatch
package_ab/150200782-1_1_1/150200782-1_1_1.png,14,15,note.half-L2 note.quarter-L2 note.quarter-S2 note.half-L3 note.half-L4,count_mismatch
package_aa/000132419-1_1_1/000132419-1_1_1.png,14,13,note.quarter-S1 note.quarter-L3 note.quarter-L3 note.quarter-L3 note.quarter-S3,count_mismatch
package_ab/190007351-1_1_1/190007351-1_1_1.png,21,22,note.whole-S4 note.half-L4 note.whole-S3 note.half-L3 note.half-S2,count_mismatch
package_ab/220014644-1_1_2/220014644-1_1_2.png,9,10,note.quarter-L1 note.quarter-S1 note.quarter-S1 note.quarter-L2 note.quarter-S1,count_mismatch
package_ab/190016329-1_1_1/190016329-1_1_1.png,23,24,note.beamedRight1-S2 note.beamedLeft1-L3 note.quarter-S3 note.beamedRight1-S3 note.beamedLeft1-L4,count_mismatch
package_aa/000100902-1_1_1/000100902-1_1_1.png,13,14,note.whole-S1 note.half-S1 note.quarter-L2 note.quarter-S2 note.half-L3,count_mismatch
package_ab/220001174-1_3_1/220001174-1_3_1.png,10,11,note.quarter-L2 note.quarter-L2 note.quarter-S1 note.quarter-S1 note.half-L1,count_mismatch
package_aa/000115213-1_1_1/000115213-1_1_1.png,8,10,note.half-S1 note.quarter-L5 note.quarter-S5 note.half-S4 note.half-S1,count_mismatch
package_ab/230004731-1_3_1/230004731-1_3_1.png,7,8,note.quarter-L3 note.quarter-S4 note.quarter-L3 note.quarter-L2 note.quarter-L1,count_mismatch
package_ab/230004797-1_1_1/230004797-1_1_1.png,5,6,note.quarter-L3 note.whole-S4 note.whole-S5 note.whole-S6 note.whole-L4,count_mismatch
package_aa/000115577-1_1_1/000115577-1_1_1.png,9,10,note.half-S5 note.quarter-S5 note.half-L6 note.quarter-L6 note.half-S5,count_mismatch
package_aa/000128903-3_1_1/000128903-3_1_1.png,14,15,note.half-S3 note.half-L0 note.half-L2 note.quarter-L2 note.quarter-S2,count_mismatch
package_ab/230003357-1_1_2/230003357-1_1_2.png,11,12,note.beamedRight1-L4 note.beamedLeft1-S2 note.quarter-S2 note.beamedRight1-S2 note.beamedLeft1-L2,count_mismatch
package_aa/000132574-1_1_1/000132574-1_1_1.png,18,19,note.half-S7 note.half-L4 note.half-S0 note.beamedRight2-S7 note.beamedBoth2-L7,count_mismatch
package_ab/225001304-1_1_1/225001304-1_1_1.png,6,8,note.whole-S4 note.half-S4 note.half-S4 note.half-L4 note.half-L3,count_mismatch
package_aa/000125234-1_1_1/000125234-1_1_1.png,17,20,note.quarter-S0 note.half-L2 note.quarter-S1 note.eighth-S0 note.quarter-L2,count_mismatch
package_ab/150200119-1_1_1/150200119-1_1_1.png,13,12,note.quarter-L3 note.beamedRight1-S4 note.beamedLeft1-L4 note.quarter-S3 note.beamedRight1-L5,count_mismatch
package_ab/190006177-1_1_1/190006177-1_1_1.png,11,12,note.half-S0 note.quarter-L2 note.quarter-S1 note.half-L3 note.half-S2,count_mismatch
package_aa/110001105-1_1_1/110001105-1_1_1.png,8,10,note.whole-L2 note.half-L2 note.half-L2 note.half-S3 note.half-S4,count_mismatch
package_ab/211003870-1_1_2/211003870-1_1_2.png,11,14,note.quarter-L4 note.quarter-S4 note.quarter-L4 note.quarter-L3 note.quarter-S4,count_mismatch
package_aa/000132676-1_1_1/000132676-1_1_1.png,20,21,note.beamedRight1-S4 note.beamedBoth1-L4 note.beamedLeft1-S3 note.quarter-L3 note.half-S-1,count_mismatch
package_aa/000101481-1_2_1/000101481-1_2_1.png,4,5,note.whole-L1 note.half-L2 note.half-L3 note.whole-S3 note.half-L3,count_mismatch
package_aa/000117618-1_1_1/000117618-1_1_1.png,22,23,note.quarter-L3 note.beamedRight1-L3 note.beamedLeft1-S3 note.quarter-L4 note.quarter-L3,count_mismatch
package_ab/211010703-1_11_1/211010703-1_11_1.png,26,25,note.quarter-L1 note.beamedRight1-S2 note.beamedBoth1-S3 note.beamedBoth1-L3 note.beamedLeft1-L4,count_mismatch
package_aa/000121179-1_1_1/000121179-1_1_1.png,14,15,note.half-L4 note.half-S3 note.quarter-L4 note.quarter-S2 note.quarter-L3,count_mismatch
package_ab/220030025-1_1_1/220030025-1_1_1.png,10,12,note.whole-L3 note.half-L3 note.half-S2 note.whole-L2 note.half-L2,count_mismatch
package_aa/000100638-1_1_1/000100638-1_1_1.png,9,10,note.whole-S2 note.half-L3 note.half-S3 note.half-L3 note.whole-S3,count_mismatch
package_ab/201001236-1_1_1/201001236-1_1_1.png,14,15,note.quarter-L0 note.half-S1 note.quarter-S1 note.half-L1 note.quarter-L1,count_mismatch
package_ab/225000940-1_1_1/225000940-1_1_1.png,7,9,note.whole-L2 note.half-L2 note.half-L2 note.half-S2 note.half-L2,count_mismatch
package_aa/000105489-1_1_1/000105489-1_1_1.png,10,11,note.eighth-L0 note.eighth-S0 note.eighth-L1 note.eighth-S1 note.half-S0,count_mismatch
package_ab/190013678-1_1_1/190013678-1_1_1.png,17,18,note.half-S4 note.half-S4 note.half-S5 note.half-L4 note.half-S2,count_mismatch
package_ab/150205518-1_1_1/150205518-1_1_1.png,16,15,note.sixteenth-L3 note.sixteenth-S3 note.sixteenth-L4 note.beamedRight2-S4 note.beamedBoth2-L3,count_mismatch
package_ab/150200246-1_1_1/150200246-1_1_1.png,14,15,note.half-S3 note.quarter-L4 note.quarter-S4 note.beamedRight1-L4 note.beamedBoth1-S3,count_mismatch
package_ab/220030662-1_1_2/220030662-1_1_2.png,3,5,note.whole-S0 note.whole-S0 note.whole-S2 note.whole-S1 note.whole-L2,count_mismatch
package_ab/220019645-1_1_1/220019645-1_1_1.png,9,10,note.half-S2 note.eighth-L2 note.eighth-S1 note.quarter-S1 note.quarter-L3,count_mismatch
package_aa/000100052-1_1_1/000100052-1_1_1.png,9,11,note.half-L5 note.half-S4 note.quarter-L5 note.quarter-L5 note.quarter-L5,count_mismatch
package_aa/000128699-1_1_1/000128699-1_1_1.png,11,12,note.half-L0 note.quarter-L1 note.quarter-L2 note.quarter-S3 note.quarter-S4,count_mismatch
package_aa/000121694-1_1_1/000121694-1_1_1.png,19,20,note.half-L4 note.quarter-S3 note.quarter-S3 note.quarter-L3 note.quarter-L3,count_mismatch
package_ab/201008289-1_1_1/201008289-1_1_1.png,26,25,note.beamedRight2-S7 note.beamedBoth2-S6 note.beamedBoth2-L4 note.beamedBoth2-S6 note.beamedLeft2-S7,count_mismatch
package_ab/211005663-1_1_1/211005663-1_1_1.png,8,9,note.whole-S3 note.half-S1 note.half-S3 note.half-S3 note.half-S3,count_mismatch
